ATTENUATION/DISPERSION FOR   95.00000 GHZ
RAY PATH ANGLE:   0.00 DEGREES FROM ZENITH

INTEGRATED ATTENUATION (DB) :      0.019
INTEGRATED DISPERSION (PS) :      0.000

   HEIGHT    ATTEN    DELAY       PRES     TEMP      RH       LWC      RR
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000        0.00    -0.00   0.000    0.000      NaN
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000        0.00     0.00   0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000        0.02     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000        0.00     0.00   0.000    0.000      NaN
  -0.000     0.000    0.000       -0.00     0.00  ******   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -1.844        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000     *******     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000     *******     0.00   0.000    0.000     0.00
  -0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000    0.000       -0.00    -0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000   *******    0.000        0.00     0.00   0.000    0.000     0.00
   0.000   *******    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000   *******    0.000        0.00      NaN  -0.000    0.000     0.00
   0.000   *******    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00      NaN   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.020    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00      NaN   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000    0.000  *******
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  ******    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  ******    0.000     0.00
  -0.000     0.000   -0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000       -0.00     0.00  -0.000   -0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00    -0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000  *******       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000  *******        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000  *******       -0.00     0.00   0.000      NaN    -0.00
   0.000     0.000  *******        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000      NaN     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.02
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000      NaN     0.00
   0.000     0.000    0.000       -0.00  *******  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -1.844     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00  -0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.02  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00    -0.00  -0.000  *******    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -1.84     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
